id.sample_local_c,id.layer_local_c,longitude.point_wgs84_dd,latitude.point_wgs84_dd,location.point.error_any_m,layer.upper.depth_usda_cm,layer.lower.depth_usda_cm,layer.sequence_usda_uint16,id.project_ascii_txt,id.location_olc_txt,location.country_iso.3166_txt,layer.texture_usda_txt,pedon.taxa_usda_txt,horizon.designation_usda_txt,observation.date.begin_iso.8601_yyyy.mm.dd,observation.date.end_iso.8601_yyyy.mm.dd,longitude.county_wgs84_dd,latitude.county_wgs84_dd,observation.ogc.schema.title_ogc_txt,observation.ogc.schema_idn_url,dataset.code_ascii_txt,dataset.title_utf8_txt,dataset.owner_utf8_txt,dataset.address_idn_url,dataset.doi_idf_url,surveyor.title_utf8_txt,surveyor.contact_ietf_email,surveyor.address_utf8_txt,dataset.license.title_ascii_txt,dataset.license.address_idn_url,dataset.contact.name_utf8_txt,dataset.contact_ietf_email
102761,38156,-97.1981283,47.8610019,30,0,18,,Neospectra database,86V4VR62+CP,USA,,,Ap,2007,2007,-97.394445,47.933485,Open Soil Spectroscopy Library,https://soilspectroscopy.github.io,NEOSPECTRA.SSL,Neospectra NIR soil spectral library,USDA-NRCS-NSSC-KSSL; WCRC; UNL; iSDA,https://doi.org/10.5281/zenodo.7586622,https://doi.org/10.5281/zenodo.7586622,USDA NRCS staff,rich.ferguson@usda.gov,"USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE",CC-BY,https://creativecommons.org/licenses/by/4.0/,Jonathan Sanderman,jsanderman@woodwellclimate.org
102775,38170,-97.1981283,47.8610019,30,0,18,,Neospectra database,86V4VR62+CP,USA,,,Ap,2007,2007,-97.394445,47.933485,Open Soil Spectroscopy Library,https://soilspectroscopy.github.io,NEOSPECTRA.SSL,Neospectra NIR soil spectral library,USDA-NRCS-NSSC-KSSL; WCRC; UNL; iSDA,https://doi.org/10.5281/zenodo.7586622,https://doi.org/10.5281/zenodo.7586622,USDA NRCS staff,rich.ferguson@usda.gov,"USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE",CC-BY,https://creativecommons.org/licenses/by/4.0/,Jonathan Sanderman,jsanderman@woodwellclimate.org
102818,38213,-97.111702,47.8625488,30,0,29,,Neospectra database,86V4VV7Q+28,USA,,"Fine-silty, mixed, superactive, frigid Aeric Calciaquoll",Ap,2007,2007,-97.394445,47.933485,Open Soil Spectroscopy Library,https://soilspectroscopy.github.io,NEOSPECTRA.SSL,Neospectra NIR soil spectral library,USDA-NRCS-NSSC-KSSL; WCRC; UNL; iSDA,https://doi.org/10.5281/zenodo.7586622,https://doi.org/10.5281/zenodo.7586622,USDA NRCS staff,rich.ferguson@usda.gov,"USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE",CC-BY,https://creativecommons.org/licenses/by/4.0/,Jonathan Sanderman,jsanderman@woodwellclimate.org
102847,38242,-97.111702,47.8625488,30,0,30,,Neospectra database,86V4VV7Q+28,USA,,,Ap,2007,2007,-97.394445,47.933485,Open Soil Spectroscopy Library,https://soilspectroscopy.github.io,NEOSPECTRA.SSL,Neospectra NIR soil spectral library,USDA-NRCS-NSSC-KSSL; WCRC; UNL; iSDA,https://doi.org/10.5281/zenodo.7586622,https://doi.org/10.5281/zenodo.7586622,USDA NRCS staff,rich.ferguson@usda.gov,"USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE",CC-BY,https://creativecommons.org/licenses/by/4.0/,Jonathan Sanderman,jsanderman@woodwellclimate.org
103133,38405,-123.8901194,40.3440611,30,70,79,,Neospectra database,84GR84V5+JX,USA,Stratified Very fine sandy loam,"Coarse-loamy, mixed, superactive, nonacid, thermic Aquic Xerofluvent",C3,2007,2007,-123.910525,40.73355,Open Soil Spectroscopy Library,https://soilspectroscopy.github.io,NEOSPECTRA.SSL,Neospectra NIR soil spectral library,USDA-NRCS-NSSC-KSSL; WCRC; UNL; iSDA,https://doi.org/10.5281/zenodo.7586622,https://doi.org/10.5281/zenodo.7586622,USDA NRCS staff,rich.ferguson@usda.gov,"USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE",CC-BY,https://creativecommons.org/licenses/by/4.0/,Jonathan Sanderman,jsanderman@woodwellclimate.org
103549,38628,-95.6044464,37.6883888,30,0,16,,Neospectra database,8696M9QW+96,USA,Silty clay loam,"Fine, smectitic, thermic Oxyaquic Vertic Argiudoll",A,2007,2007,-95.743835,37.55915,Open Soil Spectroscopy Library,https://soilspectroscopy.github.io,NEOSPECTRA.SSL,Neospectra NIR soil spectral library,USDA-NRCS-NSSC-KSSL; WCRC; UNL; iSDA,https://doi.org/10.5281/zenodo.7586622,https://doi.org/10.5281/zenodo.7586622,USDA NRCS staff,rich.ferguson@usda.gov,"USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE",CC-BY,https://creativecommons.org/licenses/by/4.0/,Jonathan Sanderman,jsanderman@woodwellclimate.org
105054,39615,-88.0316391,36.4975815,30,0,8,,Neospectra database,868HFXX9+28,USA,Silt loam,"Fine-silty, mixed, semiactive, thermic Glossic Fragiudult",A,2007,2007,-87.831445,36.50342,Open Soil Spectroscopy Library,https://soilspectroscopy.github.io,NEOSPECTRA.SSL,Neospectra NIR soil spectral library,USDA-NRCS-NSSC-KSSL; WCRC; UNL; iSDA,https://doi.org/10.5281/zenodo.7586622,https://doi.org/10.5281/zenodo.7586622,USDA NRCS staff,rich.ferguson@usda.gov,"USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE",CC-BY,https://creativecommons.org/licenses/by/4.0/,Jonathan Sanderman,jsanderman@woodwellclimate.org
105055,39616,-88.0316391,36.4975815,30,8,21,,Neospectra database,868HFXX9+28,USA,Silt loam,"Fine-silty, mixed, semiactive, thermic Glossic Fragiudult",BE,2007,2007,-87.831445,36.50342,Open Soil Spectroscopy Library,https://soilspectroscopy.github.io,NEOSPECTRA.SSL,Neospectra NIR soil spectral library,USDA-NRCS-NSSC-KSSL; WCRC; UNL; iSDA,https://doi.org/10.5281/zenodo.7586622,https://doi.org/10.5281/zenodo.7586622,USDA NRCS staff,rich.ferguson@usda.gov,"USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE",CC-BY,https://creativecommons.org/licenses/by/4.0/,Jonathan Sanderman,jsanderman@woodwellclimate.org
105061,39622,-88.02969094,36.50439201,30,0,15,,Neospectra database,868HGX3C+Q4,USA,Silt loam,"Fine-silty, mixed, semiactive, thermic Glossic Fragiudult",Ap,2007,2007,-87.831445,36.50342,Open Soil Spectroscopy Library,https://soilspectroscopy.github.io,NEOSPECTRA.SSL,Neospectra NIR soil spectral library,USDA-NRCS-NSSC-KSSL; WCRC; UNL; iSDA,https://doi.org/10.5281/zenodo.7586622,https://doi.org/10.5281/zenodo.7586622,USDA NRCS staff,rich.ferguson@usda.gov,"USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE",CC-BY,https://creativecommons.org/licenses/by/4.0/,Jonathan Sanderman,jsanderman@woodwellclimate.org
105062,39623,-88.02969094,36.50439201,30,15,30,,Neospectra database,868HGX3C+Q4,USA,Silt loam,"Fine-silty, mixed, semiactive, thermic Glossic Fragiudult",Bt1,2007,2007,-87.831445,36.50342,Open Soil Spectroscopy Library,https://soilspectroscopy.github.io,NEOSPECTRA.SSL,Neospectra NIR soil spectral library,USDA-NRCS-NSSC-KSSL; WCRC; UNL; iSDA,https://doi.org/10.5281/zenodo.7586622,https://doi.org/10.5281/zenodo.7586622,USDA NRCS staff,rich.ferguson@usda.gov,"USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE",CC-BY,https://creativecommons.org/licenses/by/4.0/,Jonathan Sanderman,jsanderman@woodwellclimate.org
105068,39629,-88.01964673,36.50108718,30,0,5,,Neospectra database,868HGX2J+C4,USA,Silt loam,"Fine-silty, mixed, semiactive, thermic Typic Fragiudult",A,2007,2007,-87.831445,36.50342,Open Soil Spectroscopy Library,https://soilspectroscopy.github.io,NEOSPECTRA.SSL,Neospectra NIR soil spectral library,USDA-NRCS-NSSC-KSSL; WCRC; UNL; iSDA,https://doi.org/10.5281/zenodo.7586622,https://doi.org/10.5281/zenodo.7586622,USDA NRCS staff,rich.ferguson@usda.gov,"USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE",CC-BY,https://creativecommons.org/licenses/by/4.0/,Jonathan Sanderman,jsanderman@woodwellclimate.org
105069,39630,-88.01964673,36.50108718,30,5,23,,Neospectra database,868HGX2J+C4,USA,Silt loam,"Fine-silty, mixed, semiactive, thermic Typic Fragiudult",E,2007,2007,-87.831445,36.50342,Open Soil Spectroscopy Library,https://soilspectroscopy.github.io,NEOSPECTRA.SSL,Neospectra NIR soil spectral library,USDA-NRCS-NSSC-KSSL; WCRC; UNL; iSDA,https://doi.org/10.5281/zenodo.7586622,https://doi.org/10.5281/zenodo.7586622,USDA NRCS staff,rich.ferguson@usda.gov,"USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE",CC-BY,https://creativecommons.org/licenses/by/4.0/,Jonathan Sanderman,jsanderman@woodwellclimate.org
105075,39636,-88.0026932,36.6379738,30,0,8,,Neospectra database,868HJXQW+5W,USA,Gravelly Silt loam,"Loamy-skeletal, siliceous, semiactive, thermic Typic Hapludult",A,2007,2007,-87.831445,36.50342,Open Soil Spectroscopy Library,https://soilspectroscopy.github.io,NEOSPECTRA.SSL,Neospectra NIR soil spectral library,USDA-NRCS-NSSC-KSSL; WCRC; UNL; iSDA,https://doi.org/10.5281/zenodo.7586622,https://doi.org/10.5281/zenodo.7586622,USDA NRCS staff,rich.ferguson@usda.gov,"USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE",CC-BY,https://creativecommons.org/licenses/by/4.0/,Jonathan Sanderman,jsanderman@woodwellclimate.org
105076,39637,-88.0026932,36.6379738,30,8,30,,Neospectra database,868HJXQW+5W,USA,Gravelly Silt loam,"Loamy-skeletal, siliceous, semiactive, thermic Typic Hapludult",E,2007,2007,-87.831445,36.50342,Open Soil Spectroscopy Library,https://soilspectroscopy.github.io,NEOSPECTRA.SSL,Neospectra NIR soil spectral library,USDA-NRCS-NSSC-KSSL; WCRC; UNL; iSDA,https://doi.org/10.5281/zenodo.7586622,https://doi.org/10.5281/zenodo.7586622,USDA NRCS staff,rich.ferguson@usda.gov,"USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE",CC-BY,https://creativecommons.org/licenses/by/4.0/,Jonathan Sanderman,jsanderman@woodwellclimate.org
105082,39643,-87.9368896,36.5943871,30,0,5,,Neospectra database,868JH3V7+Q6,USA,Silt loam,"Fine-silty, mixed, semiactive, thermic Typic Fragiudult",A,2007,2007,-87.831445,36.50342,Open Soil Spectroscopy Library,https://soilspectroscopy.github.io,NEOSPECTRA.SSL,Neospectra NIR soil spectral library,USDA-NRCS-NSSC-KSSL; WCRC; UNL; iSDA,https://doi.org/10.5281/zenodo.7586622,https://doi.org/10.5281/zenodo.7586622,USDA NRCS staff,rich.ferguson@usda.gov,"USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE",CC-BY,https://creativecommons.org/licenses/by/4.0/,Jonathan Sanderman,jsanderman@woodwellclimate.org
105083,39644,-87.9368896,36.5943871,30,5,18,,Neospectra database,868JH3V7+Q6,USA,Silt loam,"Fine-silty, mixed, semiactive, thermic Typic Fragiudult",E,2007,2007,-87.831445,36.50342,Open Soil Spectroscopy Library,https://soilspectroscopy.github.io,NEOSPECTRA.SSL,Neospectra NIR soil spectral library,USDA-NRCS-NSSC-KSSL; WCRC; UNL; iSDA,https://doi.org/10.5281/zenodo.7586622,https://doi.org/10.5281/zenodo.7586622,USDA NRCS staff,rich.ferguson@usda.gov,"USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE",CC-BY,https://creativecommons.org/licenses/by/4.0/,Jonathan Sanderman,jsanderman@woodwellclimate.org
105088,39649,-87.9337463,36.5105553,30,0,28,,Neospectra database,868JG368+6G,USA,Silt loam,"Fine-silty, mixed, active, mesic Dystric Fluventic Eutrudept",Ap,2007,2007,-87.831445,36.50342,Open Soil Spectroscopy Library,https://soilspectroscopy.github.io,NEOSPECTRA.SSL,Neospectra NIR soil spectral library,USDA-NRCS-NSSC-KSSL; WCRC; UNL; iSDA,https://doi.org/10.5281/zenodo.7586622,https://doi.org/10.5281/zenodo.7586622,USDA NRCS staff,rich.ferguson@usda.gov,"USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE",CC-BY,https://creativecommons.org/licenses/by/4.0/,Jonathan Sanderman,jsanderman@woodwellclimate.org
105890,39851,-101.9787342,39.069884,30,0,12,,Neospectra database,85FW329C+XG,USA,Loam,"Fine-loamy, mixed, superactive, calcareous, mesic Aquic Haplustoll",A1,2007,2007,-101.76268,38.916185,Open Soil Spectroscopy Library,https://soilspectroscopy.github.io,NEOSPECTRA.SSL,Neospectra NIR soil spectral library,USDA-NRCS-NSSC-KSSL; WCRC; UNL; iSDA,https://doi.org/10.5281/zenodo.7586622,https://doi.org/10.5281/zenodo.7586622,USDA NRCS staff,rich.ferguson@usda.gov,"USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE",CC-BY,https://creativecommons.org/licenses/by/4.0/,Jonathan Sanderman,jsanderman@woodwellclimate.org
105891,39852,-101.9787342,39.069884,30,12,26,,Neospectra database,85FW329C+XG,USA,Loam,"Fine-loamy, mixed, superactive, calcareous, mesic Aquic Haplustoll",A2,2007,2007,-101.76268,38.916185,Open Soil Spectroscopy Library,https://soilspectroscopy.github.io,NEOSPECTRA.SSL,Neospectra NIR soil spectral library,USDA-NRCS-NSSC-KSSL; WCRC; UNL; iSDA,https://doi.org/10.5281/zenodo.7586622,https://doi.org/10.5281/zenodo.7586622,USDA NRCS staff,rich.ferguson@usda.gov,"USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE",CC-BY,https://creativecommons.org/licenses/by/4.0/,Jonathan Sanderman,jsanderman@woodwellclimate.org
105996,39875,-84.525,36.6266667,30,0,13,,Neospectra database,868QJFGF+MX,USA,Silt loam,"Clayey, mixed, semiactive, mesic Typic Hapludult",A,2007,2007,-84.50251,36.77733,Open Soil Spectroscopy Library,https://soilspectroscopy.github.io,NEOSPECTRA.SSL,Neospectra NIR soil spectral library,USDA-NRCS-NSSC-KSSL; WCRC; UNL; iSDA,https://doi.org/10.5281/zenodo.7586622,https://doi.org/10.5281/zenodo.7586622,USDA NRCS staff,rich.ferguson@usda.gov,"USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE",CC-BY,https://creativecommons.org/licenses/by/4.0/,Jonathan Sanderman,jsanderman@woodwellclimate.org
105997,39876,-84.525,36.6266667,30,13,30,,Neospectra database,868QJFGF+MX,USA,Silty clay loam,"Clayey, mixed, semiactive, mesic Typic Hapludult",Bt1,2007,2007,-84.50251,36.77733,Open Soil Spectroscopy Library,https://soilspectroscopy.github.io,NEOSPECTRA.SSL,Neospectra NIR soil spectral library,USDA-NRCS-NSSC-KSSL; WCRC; UNL; iSDA,https://doi.org/10.5281/zenodo.7586622,https://doi.org/10.5281/zenodo.7586622,USDA NRCS staff,rich.ferguson@usda.gov,"USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE",CC-BY,https://creativecommons.org/licenses/by/4.0/,Jonathan Sanderman,jsanderman@woodwellclimate.org
106000,39879,-84.6394722,36.5758889,30,0,15,,Neospectra database,868QH9G6+96,USA,Very flaggy Loam,"Loamy-skeletal, subactive, mesic Typic Paleudult",A,2007,2007,-84.517285,36.383425,Open Soil Spectroscopy Library,https://soilspectroscopy.github.io,NEOSPECTRA.SSL,Neospectra NIR soil spectral library,USDA-NRCS-NSSC-KSSL; WCRC; UNL; iSDA,https://doi.org/10.5281/zenodo.7586622,https://doi.org/10.5281/zenodo.7586622,USDA NRCS staff,rich.ferguson@usda.gov,"USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE",CC-BY,https://creativecommons.org/licenses/by/4.0/,Jonathan Sanderman,jsanderman@woodwellclimate.org
106090,39929,-90.7291641,40.9375,30,0,25,,Neospectra database,86GFW7PC+X8,USA,,"Fine-silty, mixed, superactive, mesic Aquic Argiudoll",Ap,2007,2007,-90.614495,40.848295,Open Soil Spectroscopy Library,https://soilspectroscopy.github.io,NEOSPECTRA.SSL,Neospectra NIR soil spectral library,USDA-NRCS-NSSC-KSSL; WCRC; UNL; iSDA,https://doi.org/10.5281/zenodo.7586622,https://doi.org/10.5281/zenodo.7586622,USDA NRCS staff,rich.ferguson@usda.gov,"USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE",CC-BY,https://creativecommons.org/licenses/by/4.0/,Jonathan Sanderman,jsanderman@woodwellclimate.org
106097,39936,-90.7291641,40.9375,30,0,23,,Neospectra database,86GFW7PC+X8,USA,,"Fine-silty, mixed, superactive, mesic Aquic Argiudoll",Ap,2007,2007,-90.614495,40.848295,Open Soil Spectroscopy Library,https://soilspectroscopy.github.io,NEOSPECTRA.SSL,Neospectra NIR soil spectral library,USDA-NRCS-NSSC-KSSL; WCRC; UNL; iSDA,https://doi.org/10.5281/zenodo.7586622,https://doi.org/10.5281/zenodo.7586622,USDA NRCS staff,rich.ferguson@usda.gov,"USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE",CC-BY,https://creativecommons.org/licenses/by/4.0/,Jonathan Sanderman,jsanderman@woodwellclimate.org
106105,39944,-90.7291641,40.9375,30,0,23,,Neospectra database,86GFW7PC+X8,USA,,"Fine-silty, mixed, superactive, mesic Aquic Argiudoll",Ap,2007,2007,-90.614495,40.848295,Open Soil Spectroscopy Library,https://soilspectroscopy.github.io,NEOSPECTRA.SSL,Neospectra NIR soil spectral library,USDA-NRCS-NSSC-KSSL; WCRC; UNL; iSDA,https://doi.org/10.5281/zenodo.7586622,https://doi.org/10.5281/zenodo.7586622,USDA NRCS staff,rich.ferguson@usda.gov,"USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE",CC-BY,https://creativecommons.org/licenses/by/4.0/,Jonathan Sanderman,jsanderman@woodwellclimate.org
